dataset_date,id_left,created_on,operation,property_type,place_name,country_name,state_name,geonames_id,lat_lon,lat_x,lat_x,lat_x,lon_x,lon_x,lon_x,price,currency,price_aprox_local_currency,price_aprox_usd,coordinates,barrio,comuna,AREA,Commune,b_id,Computer Percent,Computer Quantile,Cellular Percent,Cellular Quantile,Rent Percent,Rent Quantile,Immigration Percent,Immigration Quantile,Education Percent,Education Quantile,Owner Percent,Owner Quantile,Regular Percent,Regular Quantile,Uninhabited Percent,Uninhabited Quantile,health_long,health_lat,health_object,health_id,health_name,health_comune,health_distance,property_values_Commune,property_values_Longitude,property_values_Latitude,property_values_Date,property_values_Value in US Dollars,property_values_Value of m2 (US Dollars),property_values_m2,property_values_b_id,property_values_distance,Year,Distance in m,Time Dif,$ Dif,public_wifi_lat,public_wifi_long,public_wifi_id,public_wifi_object,public_wifi_name,public_wifi_comune,public_wifi_distance,sports_long,sports_lat,sports_id,sports_object,sports_name,sports_comune,sports_distance,transportation_long,transportation_lat,transportation_id,transportation_object,transportation_name,transportation_distance
201707,b896e5f273bfdaef5bf3987ca3d169801fc78afc,42935,sell,apartment,CONGRESO,Argentina,Capital Federal,3435259,"-34.6168219843,-58.3902358714",-34.61682198,-34.61682198,-34.61682198,-58.39023587,-58.39023587,-58.39023587,100000,USD,1764450,100000,POINT (-58.39023587 -34.61682198),MONSERRAT,1,17401.5,1,36,66,3,87.2,4,42.4,8,16.9,8,34.3,4,48.8,2,91.2,7,6.9,8,-58.39049578,-34.61793867,pharmacy,0,0,1,0.001146535,1,-58.3902352,-34.61681901,42984,620017.5,1717.5,361,36,3.04863E-06,2017,0.336340023,49,520017.5,-34.61485823,-58.38805457,224,public WiFi location,Alfonsina Storni y MartÃƒÂ­n Del Barco Centenera,1,0.00293503,-58.39330129,-34.62145968,0,sports federation,FederaciÃƒÂ³n Regional de Basquetbol de Capital Federal,3,0.005559227,-58.4466067,-34.66222495,4,premetro station,FERNANDEZ DE LA CRUZ,0.07238163
201707,62bcbee1fe1fafb4586c2c6c373292ccb2d2d09f,42935,sell,house,CABALLITO,Argentina,Capital Federal,3435874,"-34.6178645548,-58.4506122605",-34.61786455,-34.61786455,-34.61786455,-58.45061226,-58.45061226,-58.45061226,300000,USD,5293350,300000,POINT (-58.45061226 -34.61786455),CABALLITO,6,49407.88,6,11,77.2,7,90.2,8,25.6,3,9.8,4,37.3,5,59.4,5,85.1,3,5.2,7,-58.44535699,-34.61743876,pharmacy,0,0,6,0.005272491,6,-58.45061214,-34.61786157,42953,300006.4,2343.8,128,11,2.9859E-06,2017,0.331935558,18,6.4,-34.61773881,-58.45251888,124,public WiFi location,Museo Luis Perlotti,6,0.001910766,-58.44883528,-34.61852157,28,stadium,Hector Etchart,6,0.001894552,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.028084619
201707,5f9c4e0040e7149504d808238188d8e3d8fe8538,42846,sell,apartment,SAN CRISTOBAL,Argentina,Capital Federal,3429153,"-34.6185692473,-58.4009373512",-34.61856925,-34.61856925,-34.61856925,-58.40093735,-58.40093735,-58.40093735,77000,USD,1358626.5,77000,POINT (-58.40093735 -34.61856925),BALVANERA,3,20914.38,3,4,66.5,3,82.9,1,39.5,8,14.3,7,30,3,51.5,3,91,7,3.9,5,-58.40129785,-34.61646748,pharmacy,0,0,3,0.002132464,3,-58.40093678,-34.61856625,42861,218999.5,1412.9,155,4,3.05289E-06,2017,0.337538147,15,141999.5,-34.62308842,-58.40232967,632,public WiFi location,EstaciÃƒÂ³n Humberto 1Ã‚Âº - LÃƒÂ­nea H,3,0.00472879,-58.40080143,-34.61822689,0,sports federation,AsociaciÃƒÂ³n Femenina Metropolitana de Basquet,3,0.000368357,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.063084084
201707,a8519c6657a6092fc308aefa97369fdb653f1ee8,42935,sell,apartment,FLORESTA,Argentina,Capital Federal,3433910,"-34.6192120767,-58.5046321763",-34.61921208,-34.61921208,-34.61921208,-58.50463218,-58.50463218,-58.50463218,104000,USD,1835028,104000,POINT (-58.50463218 -34.61921208),MONTE CASTRO,10,92871.69,10,33,68.4,3,86.6,4,23.3,2,5.5,0,25.7,2,67.7,8,91,7,4.3,6,-58.5066499,-34.62042904,pharmacy,0,0,10,0.002356307,10,-58.50463256,-34.61920907,42984,2399976.4,1623.8,1478,33,3.02927E-06,2017,0.335999877,49,2295976.4,-34.61849412,-58.50173329,348,public WiFi location,Htal. de RehabilitaciÃƒÂ³n M. Rocca,10,0.002986477,-58.49784493,-34.61652606,10,stadium,Estadio Islas Malvinas,10,0.007299416,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.049634582
201802,7e00d0bd1f1b83af952afcdd13e3b3831676b8a3,43119,sell,apartment,SAN TELMO,Argentina,Capital Federal,3428113,"-34.6216948,-58.3713044",-34.6216948,-34.6216948,-34.6216948,-58.3713044,-58.3713044,-58.3713044,100888,USD,1980935.88,100888,POINT (-58.3713044 -34.6216948),SAN TELMO,1,52408.5,1,41,69.4,4,83.1,1,36.5,7,10.9,5,43.6,6,47.9,2,84.5,2,7.5,8,-58.37118968,-34.62167285,pharmacy,0,0,1,0.000116802,1,-58.37131185,-34.62167458,43151,289940,1526,190,41,2.15503E-05,2018,2.349564492,32,189052,-34.62189328,-58.37072283,1309,public WiFi location,Museo de Arte Moderno (MAMBA),1,0.000614505,-58.37255449,-34.62233459,0,sports federation,FederaciÃƒÂ³n Metropolitana de Gimnasia,1,0.001404306,-58.4466067,-34.66222495,4,premetro station,FERNANDEZ DE LA CRUZ,0.085516839
201707,8352c0170bb0541d5e842355f8ce595cf2d78379,42940,sell,apartment,FLORES,Argentina,Capital Federal,3433918,"-34.623443168,-58.455030181",-34.62344317,-34.62344317,-34.62344317,-58.45503018,-58.45503018,-58.45503018,109000,USD,1923250.5,109000,POINT (-58.45503018 -34.62344317),CABALLITO,6,324644.4,6,11,70.5,4,86.5,4,28.1,4,7.3,1,38.3,5,59.4,5,87.5,4,6.7,8,-58.45400916,-34.62543001,pharmacy,0,0,6,0.002233837,6,-58.4550301,-34.62344012,42953,520020,1070,486,11,3.04866E-06,2017,0.338962566,13,411020,-34.62358015,-58.4545835,856,public WiFi location,"Espacio PÃƒÂºblico, Patio de los Lecheros 1",7,0.000467213,-58.45723074,-34.61918718,0,sports federation,FederaciÃƒÂ³n Argentina de Futbol Silencioso,7,0.004791232,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.021316143
201707,242a11d09ed1ac56a683fd28b1b8e7573026dcb3,42935,sell,apartment,FLORES,Argentina,Capital Federal,3433918,"-34.624706413,-58.4581744975",-34.62470641,-34.62470641,-34.62470641,-58.4581745,-58.4581745,-58.4581745,185000,USD,3264232.5,185000,POINT (-58.4581745 -34.62470641),FLORES,7,42205.38,7,19,71.8,5,85,2,19.3,1,10.3,4,41,6,67.2,7,86.5,3,5.8,7,-58.45638565,-34.6263627,pharmacy,0,0,7,0.002437885,7,-58.45817445,-34.62470335,42984,1000020.8,1760.6,568,19,3.05611E-06,2017,0.339808687,49,815020.8,-34.62666482,-58.45671254,1115,public WiFi location,EstaciÃƒÂ³n Carabobo - Linea A,7,0.002443908,-58.45723074,-34.61918718,0,sports federation,FederaciÃƒÂ³n Argentina de Futbol Silencioso,7,0.005599337,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.019336727
201707,6606e9f23d3a793562fa86695865dce740e0ebda,42935,sell,apartment,FLORES,Argentina,Capital Federal,3433918,"-34.6273865137,-58.4665729994",-34.62738651,-34.62738651,-34.62738651,-58.466573,-58.466573,-58.466573,160000,USD,2823120,160000,POINT (-58.466573 -34.62738651),FLORES,7,44142.31,7,19,68.5,4,87.6,5,37.3,7,14.5,7,26.4,2,41.5,1,78.8,1,0,0,-58.46457219,-34.62767363,pharmacy,0,0,0,0.002021309,7,-58.46657303,-34.62738343,42984,899991.2,2064.2,436,19,3.08256E-06,2017,0.342759319,49,739991.2,-34.63015557,-58.46700219,1336,public WiFi location,Sede de Comuna 7 RC,7,0.00280212,-58.45723074,-34.61918718,0,sports federation,FederaciÃƒÂ³n Argentina de Futbol Silencioso,7,0.012430077,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.017140774
201706,794c6c78256d0630884d4bfd3317b4f4c0d6ea40,42840,sell,PH,CABALLITO,Argentina,Capital Federal,3435874,"-34.628747725,-58.4395309694",-34.62874773,-34.62874773,-34.62874773,-58.43953097,-58.43953097,-58.43953097,260000,USD,4151810,260000,POINT (-58.43953097 -34.62874773),CABALLITO,6,34805.56,6,11,77.5,7,91.1,8,21.3,2,5.7,0,45.7,7,65.5,7,86.8,4,5,7,-58.43737539,-34.62836348,pharmacy,0,0,6,0.002189565,6,-58.43953075,-34.62874462,42892,597996,813.6,735,11,3.11285E-06,2017,0.345856248,52,337996,-34.63104204,-58.44217156,1067,public WiFi location,EstaciÃƒÂ³n Emilio Mitre - Linea E,7,0.003498083,-58.44474118,-34.63307452,2,sports center,CHACABUCO,7,0.006772544,-58.45641458,-34.64860054,2,premetro station,BALBASTRO (CEMENTERIO DE FLORES),0.026061283
201706,cfb6026107f5325a80cbef56a8c7449381d44105,42892,sell,house,CAPITAL FEDERAL,Argentina,Capital Federal,3433955,"-34.6310233432,-58.4973159324",-34.63102334,-34.63102334,-34.63102334,-58.49731593,-58.49731593,-58.49731593,310000,USD,4950235,310000,POINT (-58.49731593 -34.63102334),VELEZ SARSFIELD,10,61334.81,10,22,59.3,1,84.8,2,26.4,4,10.9,5,22.1,1,61.5,6,87.9,4,3.2,4,-58.50058308,-34.6325078,pharmacy,0,0,10,0.003588581,10,-58.49731625,-34.63102022,42900,360005.1,1318.7,273,22,3.13623E-06,2017,0.348162834,8,50005.1,-34.62953446,-58.49485242,828,public WiFi location,"Metrobus Juan B. Justo, EstaciÃƒÂ³n Av. Carrasco",10,0.002878479,-58.49115091,-34.62234749,10,sports center,POMAR,10,0.01064321,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.038020507
201707,64bfb1af173944cc7758d32b215a8bd908df6981,42948,sell,apartment,BOCA,Argentina,Capital Federal,3436004,"-34.63185258,-58.3609733475",-34.63185258,-34.63185258,-34.63185258,-58.36097335,-58.36097335,-58.36097335,65000,USD,1146892.5,65000,POINT (-58.36097335 -34.63185258),BOCA,4,27574.75,4,24,63.6,2,84.6,2,35,7,11.4,5,16.4,1,55.7,4,90.7,7,2.8,4,-58.36057538,-34.63182511,pharmacy,0,0,4,0.000398917,4,-58.36097241,-34.63184945,42953,700005.6,1535.1,456,24,3.27207E-06,2017,0.358921108,5,635005.6,-34.62982608,-58.36027501,1,public WiFi location,DepÃƒÂ³sito Museo del Cine,4,0.002143449,-58.36584958,-34.63203122,21,stadium,Microestadio Luis Conde,4,0.004879504,-58.4466067,-34.66222495,4,premetro station,FERNANDEZ DE LA CRUZ,0.090860068
201707,cc02781f2efa6b2a90a7dea307f519fe46f50a66,42935,sell,apartment,FLORES,Argentina,Capital Federal,3433918,"-34.6321005344,-58.4643186791",-34.63210053,-34.63210053,-34.63210053,-58.46431868,-58.46431868,-58.46431868,83000,USD,1464493.5,83000,POINT (-58.46431868 -34.63210053),FLORES,7,35581.31,7,19,75,6,87.1,4,27,4,10.1,4,31,4,61.2,6,88.2,5,3.8,5,-58.46408562,-34.63083894,pharmacy,0,0,7,0.001282932,7,-58.46431869,-34.6320974,42984,448995,2022.5,222,19,3.13013E-06,2017,0.348054406,49,365995,-34.62908723,-58.46354051,33,public WiFi location,EstaciÃƒÂ³n San JosÃƒÂ© de Flores - LÃƒÂ­nea A,7,0.00311216,-58.46512011,-34.64121301,0,sports federation,FederaciÃƒÂ³n Metropolitana de Bowling,7,0.009147658,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.011994143
201707,0621a0e08aa8aa4d987885c4c276a8e2b5547168,42935,sell,apartment,FLORES,Argentina,Capital Federal,3433918,"-34.632402659,-58.4611118146",-34.63240266,-34.63240266,-34.63240266,-58.46111181,-58.46111181,-58.46111181,230000,USD,4058235,230000,POINT (-58.46111181 -34.63240266),FLORES,7,22006.56,7,19,72.6,5,89.6,7,38.6,8,8.5,3,40.1,5,54.4,3,93.1,9,1.4,1,-58.46369778,-34.63080463,pharmacy,0,0,7,0.003039894,7,-58.46111179,-34.63239952,42984,900012,1257,716,19,3.13865E-06,2017,0.349000837,49,670012,-34.63595442,-58.46252398,299,public WiFi location,Ente de Higiene Urbana,7,0.003822204,-58.46512011,-34.64121301,0,sports federation,FederaciÃƒÂ³n Metropolitana de Bowling,7,0.009679299,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.011360268
201707,478d27751140829a52589b5de239f680a29044e4,42935,sell,store,FLORES,Argentina,Capital Federal,3433918,"-34.6338012906,-58.4698683195",-34.63380129,-34.63380129,-34.63380129,-58.46986832,-58.46986832,-58.46986832,210000,USD,3705345,210000,POINT (-58.46986832 -34.63380129),FLORES,7,37379.38,7,19,72.3,5,88.2,6,28.5,4,9.9,4,32.2,4,56.5,4,84.9,3,6.9,8,-58.46781642,-34.63428214,pharmacy,0,0,7,0.002107494,7,-58.46986838,-34.63379814,42984,829989.2,2085.4,398,19,3.15188E-06,2017,0.350452646,49,619989.2,-34.63070709,-58.46963963,383,public WiFi location,EstaciÃƒÂ³n San Pedrito - LÃƒÂ­nea A,7,0.003102643,-58.46512011,-34.64121301,0,sports federation,FederaciÃƒÂ³n Metropolitana de Bowling,7,0.008802222,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.013011036
201707,7411ab7a38f5a100463c575458e9d7c901341e1c,42935,sell,apartment,FLORES,Argentina,Capital Federal,3433918,"-34.6344296248,-58.4677656313",-34.63442962,-34.63442962,-34.63442962,-58.46776563,-58.46776563,-58.46776563,114000,USD,2011473,114000,POINT (-58.46776563 -34.63442962),FLORES,7,34726.94,7,19,63.4,2,84.7,2,46.4,9,15.5,7,32.9,4,46.2,1,92.6,8,9.6,9,-58.46781642,-34.63428214,pharmacy,0,0,7,0.000155977,7,-58.46776567,-34.63442647,42984,197999.2,2020.4,98,19,3.15383E-06,2017,0.350678882,49,83999.2,-34.6306214,-58.4688638,1138,public WiFi location,EstaciÃƒÂ³n San Pedrito  - Linea A,7,0.003963398,-58.46512011,-34.64121301,0,sports federation,FederaciÃƒÂ³n Metropolitana de Bowling,7,0.007281016,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.011241132
201707,ba4e9b338906510f72cc40364df2154309803c84,42935,sell,store,PARQUE PATRICIOS,Argentina,Capital Federal,3430114,"-34.6382168331,-58.4115015014",-34.63821683,-34.63821683,-34.63821683,-58.4115015,-58.4115015,-58.4115015,450000,USD,7940025,450000,POINT (-58.4115015 -34.63821683),NUEVA POMPEYA,4,82120.63,4,46,64.3,2,83.7,1,24.1,3,9.4,4,21.1,1,67.1,7,91.2,7,6.2,8,-58.41172123,-34.63873025,pharmacy,0,0,4,0.000558465,4,-58.41150103,-34.63821364,42953,500000,2500,200,46,3.22953E-06,2017,0.357850175,18,50000,-34.63815906,-58.4116258,398,public WiFi location,Distrito TecnolÃƒÂ³gico Caseros y Almafuerte,5,0.000137065,-58.40889406,-34.6390977,9,sports center,PATRICIOS,4,0.002752216,-58.4466067,-34.66222495,4,premetro station,FERNANDEZ DE LA CRUZ,0.042529578
201705,2e32e5140d1a4bda39dc25db31562cfee916c88b,42865,sell,PH,LINIERS,Argentina,Capital Federal,3431333,"-34.6458392739,-58.5173238449",-34.64583927,-34.64583927,-34.64583927,-58.51732384,-58.51732384,-58.51732384,147000,USD,2347369.5,147000,POINT (-58.51732384 -34.64583927),LINIERS,9,68494.81,9,21,66,3,85.4,2,23.9,3,12.3,6,17.5,1,63.4,6,87.4,4,0.9,1,-58.51658831,-34.64499427,pharmacy,0,0,9,0.001120279,9,-58.51732434,-34.645836,42899,210000,560,375,21,3.30997E-06,2017,0.366681939,34,63000,-34.64636591,-58.52096473,1304,public WiFi location,Biblioteca HernÃƒÂ¡ndez,9,0.003678783,-58.51315335,-34.64619445,11,sports center,SANTOJANNI,9,0.004185583,-58.46149103,-34.6437566,1,premetro station,INTENDENTE SAGUIER,0.055871636
201707,eb9661ca57b9b79314ed643004b0e5d5e6ff47fc,42935,sell,house,VILLA LUGANO,Argentina,Capital Federal,3427408,"-34.6590402284,-58.4901479137",-34.65904023,-34.65904023,-34.65904023,-58.49014791,-58.49014791,-58.49014791,420000,USD,7410690,420000,POINT (-58.49014791 -34.65904023),MATADEROS,9,105144.4,9,18,47.8,0,82.9,1,24.9,3,20.5,8,13.3,0,58.7,5,83.6,2,4.4,6,-58.48792324,-34.66325474,pharmacy,0,0,8,0.004765631,9,-58.49014816,-34.65903682,42984,630000,1575,400,18,3.42122E-06,2017,0.380090679,49,210000,-34.6658771,-58.48497016,651,public WiFi location,CMB NÃ‚Âº 28,8,0.008576238,-58.49604473,-34.66743508,6,sports center,DORREGO,9,0.010258946,-58.46692344,-34.68088292,14,premetro station,ANA DÃƒÂAZ,0.031882273
201707,28410439010869b8bcac5f6f1049d437cedd5c0f,42935,sell,house,MATADEROS,Argentina,Capital Federal,3430787,"-34.660317756,-58.5063610797",-34.66031776,-34.66031776,-34.66031776,-58.50636108,-58.50636108,-58.50636108,370000,USD,6528465,370000,POINT (-58.50636108 -34.66031776),MATADEROS,9,230185.4,9,18,61.2,1,84.8,2,26.4,4,15.6,7,14,1,64.4,7,90.8,7,1.8,2,-58.50463176,-34.65915805,pharmacy,0,0,9,0.002082177,9,-58.50636148,-34.66031433,42984,129996.8,1015.6,128,18,3.45042E-06,2017,0.382850364,49,-240003.2,-34.65969071,-58.50509012,1338,public WiFi location,Sede de Comuna 9,9,0.001417226,-58.50143778,-34.66022353,2,skate park,Plaza Alberdi,9,0.004924202,-58.46692344,-34.68088292,14,premetro station,ANA DÃƒÂAZ,0.044477562
